progress_id;project_id;wing_id;floor_id;flat_id;task_id;subtask_id;engineer_id;contractor_id;progress_status_id;progress_percent;start_date;reported_at;last_modified;completion_date;remarks;is_active
2133;1;1;9;6;17;450;57;4;5;60.00;2024-01-14;"2024-01-14 10:00:00";"2024-01-14 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2134;1;1;9;6;7;132;14;5;8;100.00;2024-01-14;"2024-01-14 10:00:00";"2024-01-14 10:00:00";2024-01-14;"Auto-generated progress for flat 6, floor 3.";1
2135;1;1;9;6;8;197;62;5;8;100.00;2024-01-13;"2024-01-13 10:00:00";"2024-01-13 10:00:00";2024-01-13;"Auto-generated progress for flat 6, floor 3.";1
2136;1;1;9;6;8;284;57;2;8;100.00;2024-01-19;"2024-01-19 10:00:00";"2024-01-19 10:00:00";2024-01-19;"Auto-generated progress for flat 6, floor 3.";1
2137;1;1;9;6;14;370;23;10;5;60.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2138;1;1;9;6;8;227;57;8;7;90.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2139;1;1;9;6;6;121;23;6;8;100.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";2024-01-17;"Auto-generated progress for flat 6, floor 3.";1
2140;1;1;9;6;8;165;59;8;8;100.00;2024-01-14;"2024-01-14 10:00:00";"2024-01-14 10:00:00";2024-01-14;"Auto-generated progress for flat 6, floor 3.";1
2141;1;1;9;6;8;214;21;3;8;100.00;2024-01-14;"2024-01-14 10:00:00";"2024-01-14 10:00:00";2024-01-14;"Auto-generated progress for flat 6, floor 3.";1
2142;1;1;9;6;6;44;58;6;8;100.00;2024-01-14;"2024-01-14 10:00:00";"2024-01-14 10:00:00";2024-01-14;"Auto-generated progress for flat 6, floor 3.";1
2143;1;1;9;6;8;277;14;1;5;60.00;2024-01-11;"2024-01-11 10:00:00";"2024-01-11 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2144;1;1;9;6;4;21;52;2;6;80.00;2024-01-19;"2024-01-19 10:00:00";"2024-01-19 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2145;1;1;9;6;14;375;58;4;7;90.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2146;1;1;9;6;16;440;60;5;6;80.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2147;1;1;9;6;13;361;14;6;8;100.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";2024-01-16;"Auto-generated progress for flat 6, floor 3.";1
2148;1;1;9;6;10;319;55;10;5;60.00;2024-01-12;"2024-01-12 10:00:00";"2024-01-12 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2149;1;1;9;6;15;386;52;4;6;80.00;2024-01-19;"2024-01-19 10:00:00";"2024-01-19 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2150;1;1;9;6;6;120;62;6;5;60.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2151;1;1;9;6;16;413;25;5;5;60.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2152;1;1;9;6;12;348;3;7;5;60.00;2024-01-15;"2024-01-15 10:00:00";"2024-01-15 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2153;1;1;9;6;3;5;19;2;6;80.00;2024-01-14;"2024-01-14 10:00:00";"2024-01-14 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2154;1;1;9;6;8;254;17;9;5;60.00;2024-01-20;"2024-01-20 10:00:00";"2024-01-20 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2155;1;1;9;6;12;351;58;3;5;60.00;2024-01-15;"2024-01-15 10:00:00";"2024-01-15 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2156;1;1;9;6;8;182;48;6;6;80.00;2024-01-12;"2024-01-12 10:00:00";"2024-01-12 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2157;1;1;9;6;8;270;21;7;7;90.00;2024-01-15;"2024-01-15 10:00:00";"2024-01-15 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2158;1;1;9;6;6;89;49;6;5;60.00;2024-01-13;"2024-01-13 10:00:00";"2024-01-13 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2159;1;1;9;6;3;9;78;2;6;80.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2160;1;1;9;6;8;297;60;7;6;80.00;2024-01-19;"2024-01-19 10:00:00";"2024-01-19 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2161;1;1;9;6;10;317;62;1;8;100.00;2024-01-14;"2024-01-14 10:00:00";"2024-01-14 10:00:00";2024-01-14;"Auto-generated progress for flat 6, floor 3.";1
2162;1;1;9;6;12;349;48;11;5;60.00;2024-01-12;"2024-01-12 10:00:00";"2024-01-12 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2163;1;1;9;6;6;92;60;6;8;100.00;2024-01-19;"2024-01-19 10:00:00";"2024-01-19 10:00:00";2024-01-19;"Auto-generated progress for flat 6, floor 3.";1
2164;1;1;9;6;16;405;50;5;6;80.00;2024-01-15;"2024-01-15 10:00:00";"2024-01-15 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2165;1;1;9;6;7;135;54;5;7;90.00;2024-01-19;"2024-01-19 10:00:00";"2024-01-19 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2166;1;1;9;6;6;114;78;6;8;100.00;2024-01-14;"2024-01-14 10:00:00";"2024-01-14 10:00:00";2024-01-14;"Auto-generated progress for flat 6, floor 3.";1
2167;1;1;9;6;14;379;50;7;6;80.00;2024-01-13;"2024-01-13 10:00:00";"2024-01-13 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2168;1;1;9;6;16;438;51;5;7;90.00;2024-01-15;"2024-01-15 10:00:00";"2024-01-15 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2169;1;1;9;6;7;162;50;5;7;90.00;2024-01-11;"2024-01-11 10:00:00";"2024-01-11 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2170;1;1;9;6;8;272;5;6;8;100.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";2024-01-17;"Auto-generated progress for flat 6, floor 3.";1
2171;1;1;9;6;3;13;55;2;5;60.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2172;1;1;9;6;11;339;17;7;7;90.00;2024-01-11;"2024-01-11 10:00:00";"2024-01-11 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2173;1;1;9;6;5;43;56;4;7;90.00;2024-01-13;"2024-01-13 10:00:00";"2024-01-13 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2174;1;1;9;6;7;161;53;5;7;90.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2175;1;1;9;6;6;60;61;6;7;90.00;2024-01-12;"2024-01-12 10:00:00";"2024-01-12 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2176;1;1;9;6;12;357;50;3;8;100.00;2024-01-13;"2024-01-13 10:00:00";"2024-01-13 10:00:00";2024-01-13;"Auto-generated progress for flat 6, floor 3.";1
2177;1;1;9;6;6;108;51;6;5;60.00;2024-01-14;"2024-01-14 10:00:00";"2024-01-14 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2178;1;1;9;6;3;6;3;2;7;90.00;2024-01-12;"2024-01-12 10:00:00";"2024-01-12 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2179;1;1;9;6;18;458;55;11;7;90.00;2024-01-13;"2024-01-13 10:00:00";"2024-01-13 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2180;1;1;9;6;8;172;25;10;8;100.00;2024-01-14;"2024-01-14 10:00:00";"2024-01-14 10:00:00";2024-01-14;"Auto-generated progress for flat 6, floor 3.";1
2181;1;1;9;6;5;38;54;4;6;80.00;2024-01-14;"2024-01-14 10:00:00";"2024-01-14 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2182;1;1;9;6;3;16;50;2;6;80.00;2024-01-12;"2024-01-12 10:00:00";"2024-01-12 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2183;1;1;9;6;7;163;14;5;8;100.00;2024-01-13;"2024-01-13 10:00:00";"2024-01-13 10:00:00";2024-01-13;"Auto-generated progress for flat 6, floor 3.";1
2184;1;1;9;6;6;59;52;6;7;90.00;2024-01-12;"2024-01-12 10:00:00";"2024-01-12 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2185;1;1;9;6;6;95;57;6;5;60.00;2024-01-20;"2024-01-20 10:00:00";"2024-01-20 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2186;1;1;9;6;8;173;14;8;8;100.00;2024-01-13;"2024-01-13 10:00:00";"2024-01-13 10:00:00";2024-01-13;"Auto-generated progress for flat 6, floor 3.";1
2187;1;1;9;6;8;184;49;10;7;90.00;2024-01-19;"2024-01-19 10:00:00";"2024-01-19 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2188;1;1;9;6;6;45;51;6;7;90.00;2024-01-12;"2024-01-12 10:00:00";"2024-01-12 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2189;1;1;9;6;11;337;49;3;8;100.00;2024-01-11;"2024-01-11 10:00:00";"2024-01-11 10:00:00";2024-01-11;"Auto-generated progress for flat 6, floor 3.";1
2190;1;1;9;6;6;85;78;6;8;100.00;2024-01-11;"2024-01-11 10:00:00";"2024-01-11 10:00:00";2024-01-11;"Auto-generated progress for flat 6, floor 3.";1
2191;1;1;9;6;11;323;51;6;7;90.00;2024-01-14;"2024-01-14 10:00:00";"2024-01-14 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2192;1;1;9;6;7;148;59;5;8;100.00;2024-01-14;"2024-01-14 10:00:00";"2024-01-14 10:00:00";2024-01-14;"Auto-generated progress for flat 6, floor 3.";1
2193;1;1;9;6;8;230;15;9;5;60.00;2024-01-12;"2024-01-12 10:00:00";"2024-01-12 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2194;1;1;9;6;16;408;60;5;7;90.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2195;1;1;9;6;6;86;48;6;8;100.00;2024-01-18;"2024-01-18 10:00:00";"2024-01-18 10:00:00";2024-01-18;"Auto-generated progress for flat 6, floor 3.";1
2196;1;1;9;6;7;149;53;5;6;80.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2197;1;1;9;6;18;456;17;11;6;80.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2198;1;1;9;6;6;93;3;6;7;90.00;2024-01-18;"2024-01-18 10:00:00";"2024-01-18 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2199;1;1;9;6;6;82;17;6;5;60.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2200;1;1;9;6;5;41;54;4;6;80.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2201;1;1;9;6;8;240;54;10;8;100.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";2024-01-17;"Auto-generated progress for flat 6, floor 3.";1
2202;1;1;9;6;6;98;14;6;6;80.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 6, floor 3.";1
2203;1;1;10;7;5;36;61;4;6;80.00;2024-01-20;"2024-01-20 10:00:00";"2024-01-20 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2204;1;1;10;7;8;232;56;6;3;25.00;2024-01-18;"2024-01-18 10:00:00";"2024-01-18 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2205;1;1;10;7;6;94;15;6;5;60.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2206;1;1;10;7;4;29;5;2;4;40.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2207;1;1;10;7;14;378;21;5;4;40.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2208;1;1;10;7;8;209;59;9;3;25.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2209;1;1;10;7;9;306;25;8;5;60.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2210;1;1;10;7;8;246;53;5;3;25.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2211;1;1;10;7;8;254;15;3;6;80.00;2024-01-18;"2024-01-18 10:00:00";"2024-01-18 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2212;1;1;10;7;6;73;54;6;4;40.00;2024-01-18;"2024-01-18 10:00:00";"2024-01-18 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2213;1;1;10;7;15;385;25;3;6;80.00;2024-01-23;"2024-01-23 10:00:00";"2024-01-23 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2214;1;1;10;7;8;276;62;5;4;40.00;2024-01-20;"2024-01-20 10:00:00";"2024-01-20 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2215;1;1;10;7;4;25;60;2;3;25.00;2024-01-19;"2024-01-19 10:00:00";"2024-01-19 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2216;1;1;10;7;16;414;55;5;4;40.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2217;1;1;10;7;6;57;17;6;6;80.00;2024-01-25;"2024-01-25 10:00:00";"2024-01-25 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2218;1;1;10;7;6;78;5;6;3;25.00;2024-01-25;"2024-01-25 10:00:00";"2024-01-25 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2219;1;1;10;7;6;85;52;6;5;60.00;2024-01-19;"2024-01-19 10:00:00";"2024-01-19 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2220;1;1;10;7;8;172;50;1;5;60.00;2024-01-24;"2024-01-24 10:00:00";"2024-01-24 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2221;1;1;10;7;16;432;50;5;5;60.00;2024-01-23;"2024-01-23 10:00:00";"2024-01-23 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2222;1;1;10;7;8;266;19;7;3;25.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2223;1;1;10;7;11;335;56;4;4;40.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2224;1;1;10;7;6;108;52;6;3;25.00;2024-01-18;"2024-01-18 10:00:00";"2024-01-18 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2225;1;1;10;7;7;140;60;5;5;60.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2226;1;1;10;7;6;52;60;6;3;25.00;2024-01-23;"2024-01-23 10:00:00";"2024-01-23 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2227;1;1;10;7;10;318;52;7;6;80.00;2024-01-20;"2024-01-20 10:00:00";"2024-01-20 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2228;1;1;10;7;7;150;14;5;6;80.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2229;1;1;10;7;10;314;49;7;3;25.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2230;1;1;10;7;16;425;50;5;4;40.00;2024-01-23;"2024-01-23 10:00:00";"2024-01-23 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2231;1;1;10;7;6;110;61;6;5;60.00;2024-01-25;"2024-01-25 10:00:00";"2024-01-25 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2232;1;1;10;7;8;228;17;7;3;25.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2233;1;1;10;7;18;456;60;11;5;60.00;2024-01-18;"2024-01-18 10:00:00";"2024-01-18 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2234;1;1;10;7;3;18;52;2;4;40.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2235;1;1;10;7;17;442;58;4;5;60.00;2024-01-23;"2024-01-23 10:00:00";"2024-01-23 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2236;1;1;10;7;18;453;48;11;6;80.00;2024-01-23;"2024-01-23 10:00:00";"2024-01-23 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2237;1;1;10;7;15;388;25;7;4;40.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2238;1;1;10;7;16;399;53;5;5;60.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2239;1;1;10;7;14;372;3;7;5;60.00;2024-01-24;"2024-01-24 10:00:00";"2024-01-24 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2240;1;1;10;7;8;227;48;6;4;40.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2241;1;1;10;7;8;219;56;8;3;25.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2242;1;1;10;7;6;113;56;6;6;80.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2243;1;1;10;7;8;170;52;2;3;25.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2244;1;1;10;7;7;135;23;5;6;80.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2245;1;1;10;7;8;192;21;8;6;80.00;2024-01-19;"2024-01-19 10:00:00";"2024-01-19 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2246;1;1;10;7;6;87;53;6;3;25.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2247;1;1;10;7;6;98;55;6;3;25.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2248;1;1;10;7;16;436;55;5;3;25.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2249;1;1;10;7;10;322;55;10;5;60.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2250;1;1;10;7;8;190;55;3;6;80.00;2024-01-18;"2024-01-18 10:00:00";"2024-01-18 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2251;1;1;10;7;15;386;15;10;5;60.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2252;1;1;10;7;16;397;17;5;3;25.00;2024-01-19;"2024-01-19 10:00:00";"2024-01-19 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2253;1;1;10;7;8;203;48;9;6;80.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2254;1;1;10;7;5;43;14;4;4;40.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2255;1;1;10;7;6;67;78;6;5;60.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2256;1;1;10;7;8;179;53;3;4;40.00;2024-01-23;"2024-01-23 10:00:00";"2024-01-23 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2257;1;1;10;7;2;2;55;1;4;40.00;2024-01-18;"2024-01-18 10:00:00";"2024-01-18 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2258;1;1;10;7;11;339;51;6;5;60.00;2024-01-20;"2024-01-20 10:00:00";"2024-01-20 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2259;1;1;10;7;11;333;53;11;3;25.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2260;1;1;10;7;8;279;19;8;3;25.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2261;1;1;10;7;8;216;55;4;5;60.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2262;1;1;10;7;6;49;49;6;4;40.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2263;1;1;10;7;8;236;58;2;4;40.00;2024-01-24;"2024-01-24 10:00:00";"2024-01-24 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2264;1;1;10;7;8;174;49;4;3;25.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2265;1;1;10;7;16;403;3;5;4;40.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2266;1;1;10;7;6;65;14;6;6;80.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2267;1;1;10;7;7;160;14;5;3;25.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2268;1;1;10;7;10;311;23;6;3;25.00;2024-01-18;"2024-01-18 10:00:00";"2024-01-18 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2269;1;1;10;7;8;222;61;3;5;60.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2270;1;1;10;7;8;186;3;11;4;40.00;2024-01-19;"2024-01-19 10:00:00";"2024-01-19 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2271;1;1;10;7;3;17;62;2;3;25.00;2024-01-23;"2024-01-23 10:00:00";"2024-01-23 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2272;1;1;10;7;3;14;5;2;4;40.00;2024-01-25;"2024-01-25 10:00:00";"2024-01-25 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2273;1;1;10;7;8;225;17;11;6;80.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2274;1;1;10;7;6;53;60;6;5;60.00;2024-01-23;"2024-01-23 10:00:00";"2024-01-23 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2275;1;1;10;7;6;119;57;6;4;40.00;2024-01-24;"2024-01-24 10:00:00";"2024-01-24 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2276;1;1;10;7;8;243;19;7;3;25.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2277;1;1;10;7;8;181;51;1;3;25.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2278;1;1;10;7;8;220;61;4;6;80.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2279;1;1;10;7;6;116;54;6;5;60.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2280;1;1;10;7;8;298;57;11;4;40.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2281;1;1;10;7;16;428;53;5;4;40.00;2024-01-19;"2024-01-19 10:00:00";"2024-01-19 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2282;1;1;10;7;10;317;55;9;6;80.00;2024-01-25;"2024-01-25 10:00:00";"2024-01-25 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2283;1;1;10;7;11;346;55;11;5;60.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2284;1;1;10;7;6;82;58;6;5;60.00;2024-01-22;"2024-01-22 10:00:00";"2024-01-22 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2285;1;1;10;7;14;370;21;11;4;40.00;2024-01-25;"2024-01-25 10:00:00";"2024-01-25 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2286;1;1;10;7;8;284;62;8;5;60.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2287;1;1;10;7;11;340;3;8;6;80.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2288;1;1;10;7;8;173;3;9;6;80.00;2024-01-16;"2024-01-16 10:00:00";"2024-01-16 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2289;1;1;10;7;7;132;21;5;6;80.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2290;1;1;10;7;11;341;52;9;3;25.00;2024-01-17;"2024-01-17 10:00:00";"2024-01-17 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
2291;1;1;10;7;8;271;56;6;5;60.00;2024-01-21;"2024-01-21 10:00:00";"2024-01-21 10:00:00";NULL;"Auto-generated progress for flat 7, floor 4.";1
