txn_id;material_id;txn_date;transaction_type;reference_no;unit;received_qty;issued_qty;unit_rate;tax_percent;total_cost;work_description;remarks;is_active;created_at;updated_at;project_id;wing_id;floor_id;contractor_id;engineer_id
117;53;2024-07-12;GATE-IN;GI-2407-0001;MTR;66.31;0.00;179.00;18.00;11869.49;"Electrical works - Floor 25";"Auto-generated transaction seed data";1;"2024-07-12 09:00:00";"2025-11-22 18:00:00";1;1;25;4;55
118;53;2025-09-13;RECEIPT;RC-2509-0002;MTR;44.89;0.00;179.00;18.00;8035.31;"Electrical works - Floor 36";"Auto-generated transaction seed data";1;"2025-09-13 09:00:00";"2025-11-22 18:00:00";1;1;36;4;55
119;53;2025-06-15;RECEIPT;RC-2506-0003;MTR;92.75;0.00;179.00;18.00;16602.25;"Electrical works - Floor 17";"Auto-generated transaction seed data";1;"2025-06-15 09:00:00";"2025-11-22 18:00:00";1;1;17;4;59
120;10;2025-06-02;RECEIPT;RC-2506-0004;BRASS;95.74;0.00;100.00;18.00;9574.00;"Site use - Floor 10";"Auto-generated transaction seed data";1;"2025-06-02 09:00:00";"2025-11-22 18:00:00";1;1;10;9;50
121;53;2024-02-23;ISSUE;IS-2402-0004;MTR;0.00;59.78;179.00;18.00;10700.62;"Electrical works - Floor 23";"Auto-generated transaction seed data";1;"2024-02-23 09:00:00";"2025-11-22 18:00:00";1;1;23;4;62
122;54;2024-10-17;RECEIPT;RC-2410-0003;MTR;70.23;0.00;182.00;18.00;12781.86;"Electrical works - Floor 27";"Auto-generated transaction seed data";1;"2024-10-17 09:00:00";"2025-11-22 18:00:00";1;1;27;4;61
123;12;2024-01-21;ISSUE;IS-2401-0005;LTR;0.00;55.20;56.00;18.00;3091.20;"Site use - Floor 19";"Auto-generated transaction seed data";1;"2024-01-21 09:00:00";"2025-11-22 18:00:00";1;1;19;1;48
124;10;2025-01-11;ISSUE;IS-2501-0007;BRASS;0.00;52.24;100.00;18.00;5224.00;"Site use - Floor 13";"Auto-generated transaction seed data";1;"2025-01-11 09:00:00";"2025-11-22 18:00:00";1;1;13;9;59
125;10;2025-09-06;ISSUE;IS-2509-0005;BRASS;0.00;2.79;100.00;18.00;279.00;"Site use - Floor 29";"Auto-generated transaction seed data";1;"2025-09-06 09:00:00";"2025-11-22 18:00:00";1;1;29;9;49
126;51;2025-05-06;ISSUE;IS-2505-0004;NOS;0.00;26.91;346.00;18.00;9310.86;"Electrical works - Floor 22";"Auto-generated transaction seed data";1;"2025-05-06 09:00:00";"2025-11-22 18:00:00";1;1;22;4;50
127;10;2024-04-26;ISSUE;IS-2404-0005;BRASS;0.00;36.53;100.00;18.00;3653.00;"Site use - Floor 27";"Auto-generated transaction seed data";1;"2024-04-26 09:00:00";"2025-11-22 18:00:00";1;1;27;9;48
128;54;2024-06-14;GATE-OUT;GO-2406-0001;MTR;0.00;59.07;182.00;18.00;10750.74;"Electrical works - Floor 15";"Auto-generated transaction seed data";1;"2024-06-14 09:00:00";"2025-11-22 18:00:00";1;1;15;4;62
129;16;2025-03-18;ISSUE;IS-2503-0002;NOS;0.00;48.68;136.00;18.00;6620.48;"BBM work - Floor 24";"Auto-generated transaction seed data";1;"2025-03-18 09:00:00";"2025-11-22 18:00:00";1;1;24;1;48
130;54;2024-04-15;ISSUE;IS-2404-0006;MTR;0.00;11.19;182.00;18.00;2036.58;"Electrical works - Floor 33";"Auto-generated transaction seed data";1;"2024-04-15 09:00:00";"2025-11-22 18:00:00";1;1;33;4;59
131;65;2025-07-15;ISSUE;IS-2507-0004;NOS;0.00;41.40;430.00;18.00;17802.00;"Site use - Floor 13";"Auto-generated transaction seed data";1;"2025-07-15 09:00:00";"2025-11-22 18:00:00";1;1;13;10;49
132;72;2024-08-15;RECEIPT;RC-2408-0002;SQFT;33.44;0.00;354.00;18.00;11837.76;"Site use - Floor 13";"Auto-generated transaction seed data";1;"2024-08-15 09:00:00";"2025-11-22 18:00:00";1;1;13;10;59
133;55;2024-04-08;ISSUE;IS-2404-0007;NOS;0.00;31.08;370.00;18.00;11499.60;"Electrical works - Floor 23";"Auto-generated transaction seed data";1;"2024-04-08 09:00:00";"2025-11-22 18:00:00";1;1;23;4;54
134;53;2025-10-13;ISSUE;IS-2510-0001;MTR;0.00;49.22;179.00;18.00;8810.38;"Electrical works - Floor 7";"Auto-generated transaction seed data";1;"2025-10-13 09:00:00";"2025-11-22 18:00:00";1;1;7;4;59
135;55;2025-06-01;GATE-IN;GI-2506-0001;NOS;63.73;0.00;370.00;18.00;23580.10;"Electrical works - Floor 30";"Auto-generated transaction seed data";1;"2025-06-01 09:00:00";"2025-11-22 18:00:00";1;1;30;4;62
136;52;2025-02-14;ISSUE;IS-2502-0002;NOS;0.00;26.41;352.00;18.00;9296.32;"Electrical works - Floor 17";"Auto-generated transaction seed data";1;"2025-02-14 09:00:00";"2025-11-22 18:00:00";1;1;17;4;50
137;51;2025-09-23;ISSUE;IS-2509-0006;NOS;0.00;53.95;346.00;18.00;18666.70;"Electrical works - Floor 10";"Auto-generated transaction seed data";1;"2025-09-23 09:00:00";"2025-11-22 18:00:00";1;1;10;4;50
138;54;2024-08-13;RECEIPT;RC-2408-0003;MTR;23.37;0.00;182.00;18.00;4253.34;"Electrical works - Floor 14";"Auto-generated transaction seed data";1;"2024-08-13 09:00:00";"2025-11-22 18:00:00";1;1;14;4;59
139;54;2024-05-28;RECEIPT;RC-2405-0002;MTR;21.22;0.00;182.00;18.00;3862.04;"Electrical works - Floor 31";"Auto-generated transaction seed data";1;"2024-05-28 09:00:00";"2025-11-22 18:00:00";1;1;31;4;55
140;12;2025-02-03;ISSUE;IS-2502-0003;LTR;0.00;59.53;56.00;18.00;3333.68;"Site use - Floor 25";"Auto-generated transaction seed data";1;"2025-02-03 09:00:00";"2025-11-22 18:00:00";1;1;25;1;59
141;53;2025-02-02;ISSUE;IS-2502-0004;MTR;0.00;57.33;179.00;18.00;10262.07;"Electrical works - Floor 16";"Auto-generated transaction seed data";1;"2025-02-02 09:00:00";"2025-11-22 18:00:00";1;1;16;4;49
142;10;2025-07-28;RECEIPT;RC-2507-0005;BRASS;41.21;0.00;100.00;18.00;4121.00;"Site use - Floor 20";"Auto-generated transaction seed data";1;"2025-07-28 09:00:00";"2025-11-22 18:00:00";1;1;20;9;56
143;52;2024-07-10;RETURN;RT-2407-0001;NOS;23.86;0.00;352.00;18.00;8398.72;"Electrical works - Floor 26";"Auto-generated transaction seed data";1;"2024-07-10 09:00:00";"2025-11-22 18:00:00";1;1;26;4;49
144;57;2025-05-22;ISSUE;IS-2505-0005;NOS;0.00;43.11;382.00;18.00;16468.02;"Electrical works - Floor 16";"Auto-generated transaction seed data";1;"2025-05-22 09:00:00";"2025-11-22 18:00:00";1;1;16;4;56
145;10;2024-08-11;RECEIPT;RC-2408-0004;BRASS;47.07;0.00;100.00;18.00;4707.00;"Site use - Floor 11";"Auto-generated transaction seed data";1;"2024-08-11 09:00:00";"2025-11-22 18:00:00";1;1;11;9;62
146;36;2025-09-30;RECEIPT;RC-2509-0003;MTR;98.32;0.00;128.00;18.00;12584.96;"Plumbing installation - Floor 21";"Auto-generated transaction seed data";1;"2025-09-30 09:00:00";"2025-11-22 18:00:00";1;1;21;5;49
147;55;2024-03-20;RECEIPT;RC-2403-0002;NOS;73.78;0.00;370.00;18.00;27298.60;"Electrical works - Floor 8";"Auto-generated transaction seed data";1;"2024-03-20 09:00:00";"2025-11-22 18:00:00";1;1;8;4;56
148;72;2025-10-08;ISSUE;IS-2510-0002;SQFT;0.00;12.85;354.00;18.00;4548.90;"Site use - Floor 35";"Auto-generated transaction seed data";1;"2025-10-08 09:00:00";"2025-11-22 18:00:00";1;1;35;10;56
149;55;2025-02-08;ISSUE;IS-2502-0005;NOS;0.00;17.59;370.00;18.00;6508.30;"Electrical works - Floor 14";"Auto-generated transaction seed data";1;"2025-02-08 09:00:00";"2025-11-22 18:00:00";1;1;14;4;48
150;51;2024-08-17;ISSUE;IS-2408-0007;NOS;0.00;56.56;346.00;18.00;19569.76;"Electrical works - Floor 16";"Auto-generated transaction seed data";1;"2024-08-17 09:00:00";"2025-11-22 18:00:00";1;1;16;4;50
151;10;2024-01-05;RECEIPT;RC-2401-0003;BRASS;6.71;0.00;100.00;18.00;671.00;"Site use - Floor 15";"Auto-generated transaction seed data";1;"2024-01-05 09:00:00";"2025-11-22 18:00:00";1;1;15;9;49
152;52;2024-03-13;ISSUE;IS-2403-0005;NOS;0.00;9.02;352.00;18.00;3175.04;"Electrical works - Floor 27";"Auto-generated transaction seed data";1;"2024-03-13 09:00:00";"2025-11-22 18:00:00";1;1;27;4;59
153;10;2025-09-27;ISSUE;IS-2509-0007;BRASS;0.00;7.11;100.00;18.00;711.00;"Site use - Floor 7";"Auto-generated transaction seed data";1;"2025-09-27 09:00:00";"2025-11-22 18:00:00";1;1;7;9;62
154;10;2025-03-06;ISSUE;IS-2503-0003;BRASS;0.00;14.11;100.00;18.00;1411.00;"Site use - Floor 30";"Auto-generated transaction seed data";1;"2025-03-06 09:00:00";"2025-11-22 18:00:00";1;1;30;9;55
155;29;2025-01-28;RECEIPT;RC-2501-0002;KG;28.95;0.00;107.00;18.00;3097.65;"Site use - Floor 16";"Auto-generated transaction seed data";1;"2025-01-28 09:00:00";"2025-11-22 18:00:00";1;1;16;1;50
156;51;2024-11-02;RECEIPT;RC-2411-0002;NOS;42.60;0.00;346.00;18.00;14739.60;"Electrical works - Floor 24";"Auto-generated transaction seed data";1;"2024-11-02 09:00:00";"2025-11-22 18:00:00";1;1;24;4;61
157;36;2025-10-18;ISSUE;IS-2510-0003;MTR;0.00;25.60;128.00;18.00;3276.80;"Plumbing installation - Floor 21";"Auto-generated transaction seed data";1;"2025-10-18 09:00:00";"2025-11-22 18:00:00";1;1;21;5;55
158;53;2024-02-22;ISSUE;IS-2402-0005;MTR;0.00;17.16;179.00;18.00;3071.64;"Electrical works - Floor 13";"Auto-generated transaction seed data";1;"2024-02-22 09:00:00";"2025-11-22 18:00:00";1;1;13;4;54
159;55;2024-03-18;RECEIPT;RC-2403-0003;NOS;8.28;0.00;370.00;18.00;3063.60;"Electrical works - Floor 12";"Auto-generated transaction seed data";1;"2024-03-18 09:00:00";"2025-11-22 18:00:00";1;1;12;4;54
160;51;2024-06-20;ISSUE;IS-2406-0005;NOS;0.00;14.58;346.00;18.00;5044.68;"Electrical works - Floor 13";"Auto-generated transaction seed data";1;"2024-06-20 09:00:00";"2025-11-22 18:00:00";1;1;13;4;48
161;54;2024-09-22;ISSUE;IS-2409-0003;MTR;0.00;48.72;182.00;18.00;8867.04;"Electrical works - Floor 13";"Auto-generated transaction seed data";1;"2024-09-22 09:00:00";"2025-11-22 18:00:00";1;1;13;4;59
162;54;2024-10-18;RECEIPT;RC-2410-0004;MTR;29.84;0.00;182.00;18.00;5430.88;"Electrical works - Floor 15";"Auto-generated transaction seed data";1;"2024-10-18 09:00:00";"2025-11-22 18:00:00";1;1;15;4;50
163;54;2025-06-13;ISSUE;IS-2506-0004;MTR;0.00;14.14;182.00;18.00;2573.48;"Electrical works - Floor 16";"Auto-generated transaction seed data";1;"2025-06-13 09:00:00";"2025-11-22 18:00:00";1;1;16;4;62
164;32;2025-06-02;ISSUE;IS-2506-0005;ROLL;0.00;44.54;232.00;18.00;10333.28;"Waterproofing works - Floor 7";"Auto-generated transaction seed data";1;"2025-06-02 09:00:00";"2025-11-22 18:00:00";1;1;7;6;61
165;52;2024-04-06;ISSUE;IS-2404-0008;NOS;0.00;11.04;352.00;18.00;3886.08;"Electrical works - Floor 25";"Auto-generated transaction seed data";1;"2024-04-06 09:00:00";"2025-11-22 18:00:00";1;1;25;4;61
166;52;2025-01-06;RECEIPT;RC-2501-0003;NOS;72.47;0.00;352.00;18.00;25509.44;"Electrical works - Floor 35";"Auto-generated transaction seed data";1;"2025-01-06 09:00:00";"2025-11-22 18:00:00";1;1;35;4;55
167;53;2024-06-04;ISSUE;IS-2406-0006;MTR;0.00;52.01;179.00;18.00;9309.79;"Electrical works - Floor 20";"Auto-generated transaction seed data";1;"2024-06-04 09:00:00";"2025-11-22 18:00:00";1;1;20;4;56
168;52;2025-03-21;ISSUE;IS-2503-0004;NOS;0.00;51.56;352.00;18.00;18149.12;"Electrical works - Floor 24";"Auto-generated transaction seed data";1;"2025-03-21 09:00:00";"2025-11-22 18:00:00";1;1;24;4;49
169;55;2025-03-19;RECEIPT;RC-2503-0001;NOS;45.58;0.00;370.00;18.00;16864.60;"Electrical works - Floor 19";"Auto-generated transaction seed data";1;"2025-03-19 09:00:00";"2025-11-22 18:00:00";1;1;19;4;48
170;53;2025-04-18;ISSUE;IS-2504-0003;MTR;0.00;17.71;179.00;18.00;3170.09;"Electrical works - Floor 24";"Auto-generated transaction seed data";1;"2025-04-18 09:00:00";"2025-11-22 18:00:00";1;1;24;4;54
171;10;2024-05-31;GATE-IN;GI-2405-0001;BRASS;22.56;0.00;100.00;18.00;2256.00;"Site use - Floor 9";"Auto-generated transaction seed data";1;"2024-05-31 09:00:00";"2025-11-22 18:00:00";1;1;9;9;54
172;53;2024-10-26;RECEIPT;RC-2410-0005;MTR;66.85;0.00;179.00;18.00;11966.15;"Electrical works - Floor 30";"Auto-generated transaction seed data";1;"2024-10-26 09:00:00";"2025-11-22 18:00:00";1;1;30;4;54
173;51;2025-11-09;ISSUE;IS-2511-0002;NOS;0.00;45.14;346.00;18.00;15618.44;"Electrical works - Floor 28";"Auto-generated transaction seed data";1;"2025-11-09 09:00:00";"2025-11-22 18:00:00";1;1;28;4;48
174;13;2025-07-13;ISSUE;IS-2507-0005;NOS;0.00;18.19;118.00;18.00;2146.42;"Site use - Floor 14";"Auto-generated transaction seed data";1;"2025-07-13 09:00:00";"2025-11-22 18:00:00";1;1;14;1;54
175;54;2025-05-22;ISSUE;IS-2505-0006;MTR;0.00;35.68;182.00;18.00;6493.76;"Electrical works - Floor 17";"Auto-generated transaction seed data";1;"2025-05-22 09:00:00";"2025-11-22 18:00:00";1;1;17;4;48
176;54;2024-02-05;RECEIPT;RC-2402-0003;MTR;97.15;0.00;182.00;18.00;17681.30;"Electrical works - Floor 7";"Auto-generated transaction seed data";1;"2024-02-05 09:00:00";"2025-11-22 18:00:00";1;1;7;4;61
177;54;2024-11-28;ISSUE;IS-2411-0002;MTR;0.00;50.19;182.00;18.00;9134.58;"Electrical works - Floor 25";"Auto-generated transaction seed data";1;"2024-11-28 09:00:00";"2025-11-22 18:00:00";1;1;25;4;59
178;53;2025-03-08;ISSUE;IS-2503-0005;MTR;0.00;14.42;179.00;18.00;2581.18;"Electrical works - Floor 33";"Auto-generated transaction seed data";1;"2025-03-08 09:00:00";"2025-11-22 18:00:00";1;1;33;4;56
179;78;2025-01-24;ISSUE;IS-2501-0008;KG;0.00;59.44;254.00;18.00;15097.76;"Finishing works - Floor 10";"Auto-generated transaction seed data";1;"2025-01-24 09:00:00";"2025-11-22 18:00:00";1;1;10;3;48
180;55;2024-08-16;RETURN;RT-2408-0001;NOS;35.75;0.00;370.00;18.00;13227.50;"Electrical works - Floor 7";"Auto-generated transaction seed data";1;"2024-08-16 09:00:00";"2025-11-22 18:00:00";1;1;7;4;49
181;53;2024-01-04;ISSUE;IS-2401-0006;MTR;0.00;11.45;179.00;18.00;2049.55;"Electrical works - Floor 15";"Auto-generated transaction seed data";1;"2024-01-04 09:00:00";"2025-11-22 18:00:00";1;1;15;4;48
182;53;2024-06-25;ISSUE;IS-2406-0007;MTR;0.00;50.60;179.00;18.00;9057.40;"Electrical works - Floor 23";"Auto-generated transaction seed data";1;"2024-06-25 09:00:00";"2025-11-22 18:00:00";1;1;23;4;49
183;32;2024-10-20;ISSUE;IS-2410-0006;ROLL;0.00;25.85;232.00;18.00;5997.20;"Waterproofing works - Floor 15";"Auto-generated transaction seed data";1;"2024-10-20 09:00:00";"2025-11-22 18:00:00";1;1;15;6;55
184;9;2025-07-06;ISSUE;IS-2507-0006;NOS;0.00;46.58;94.00;18.00;4378.52;"Site use - Floor 21";"Auto-generated transaction seed data";1;"2025-07-06 09:00:00";"2025-11-22 18:00:00";1;1;21;9;59
185;54;2024-12-06;ISSUE;IS-2412-0005;MTR;0.00;25.37;182.00;18.00;4617.34;"Electrical works - Floor 17";"Auto-generated transaction seed data";1;"2024-12-06 09:00:00";"2025-11-22 18:00:00";1;1;17;4;61
186;52;2024-07-10;ISSUE;IS-2407-0001;NOS;0.00;45.07;352.00;18.00;15864.64;"Electrical works - Floor 33";"Auto-generated transaction seed data";1;"2024-07-10 09:00:00";"2025-11-22 18:00:00";1;1;33;4;55
187;54;2025-06-04;ISSUE;IS-2506-0006;MTR;0.00;42.44;182.00;18.00;7724.08;"Electrical works - Floor 25";"Auto-generated transaction seed data";1;"2025-06-04 09:00:00";"2025-11-22 18:00:00";1;1;25;4;49
188;53;2024-09-30;RECEIPT;RC-2409-0006;MTR;88.49;0.00;179.00;18.00;15839.71;"Electrical works - Floor 26";"Auto-generated transaction seed data";1;"2024-09-30 09:00:00";"2025-11-22 18:00:00";1;1;26;4;55
189;54;2024-10-04;ISSUE;IS-2410-0007;MTR;0.00;30.26;182.00;18.00;5507.32;"Electrical works - Floor 24";"Auto-generated transaction seed data";1;"2024-10-04 09:00:00";"2025-11-22 18:00:00";1;1;24;4;49
190;10;2024-06-04;RECEIPT;RC-2406-0002;BRASS;5.64;0.00;100.00;18.00;564.00;"Site use - Floor 12";"Auto-generated transaction seed data";1;"2024-06-04 09:00:00";"2025-11-22 18:00:00";1;1;12;9;55
191;52;2024-07-16;RECEIPT;RC-2407-0002;NOS;7.17;0.00;352.00;18.00;2523.84;"Electrical works - Floor 8";"Auto-generated transaction seed data";1;"2024-07-16 09:00:00";"2025-11-22 18:00:00";1;1;8;4;55
192;54;2025-05-17;ISSUE;IS-2505-0007;MTR;0.00;57.12;182.00;18.00;10395.84;"Electrical works - Floor 25";"Auto-generated transaction seed data";1;"2025-05-17 09:00:00";"2025-11-22 18:00:00";1;1;25;4;56
193;53;2025-06-27;ISSUE;IS-2506-0007;MTR;0.00;3.87;179.00;18.00;692.73;"Electrical works - Floor 27";"Auto-generated transaction seed data";1;"2025-06-27 09:00:00";"2025-11-22 18:00:00";1;1;27;4;49
194;52;2024-03-17;RECEIPT;RC-2403-0004;NOS;70.32;0.00;352.00;18.00;24752.64;"Electrical works - Floor 35";"Auto-generated transaction seed data";1;"2024-03-17 09:00:00";"2025-11-22 18:00:00";1;1;35;4;50
195;54;2024-01-08;RECEIPT;RC-2401-0004;MTR;64.53;0.00;182.00;18.00;11744.46;"Electrical works - Floor 26";"Auto-generated transaction seed data";1;"2024-01-08 09:00:00";"2025-11-22 18:00:00";1;1;26;4;50
196;10;2024-10-17;ISSUE;IS-2410-0008;BRASS;0.00;9.51;100.00;18.00;951.00;"Site use - Floor 24";"Auto-generated transaction seed data";1;"2024-10-17 09:00:00";"2025-11-22 18:00:00";1;1;24;9;61
197;55;2025-02-12;ISSUE;IS-2502-0006;NOS;0.00;36.25;370.00;18.00;13412.50;"Electrical works - Floor 29";"Auto-generated transaction seed data";1;"2025-02-12 09:00:00";"2025-11-22 18:00:00";1;1;29;4;50
198;54;2025-02-17;RECEIPT;RC-2502-0003;MTR;83.21;0.00;182.00;18.00;15144.22;"Electrical works - Floor 27";"Auto-generated transaction seed data";1;"2025-02-17 09:00:00";"2025-11-22 18:00:00";1;1;27;4;50
199;51;2025-08-25;RECEIPT;RC-2508-0002;NOS;97.15;0.00;346.00;18.00;33613.90;"Electrical works - Floor 7";"Auto-generated transaction seed data";1;"2025-08-25 09:00:00";"2025-11-22 18:00:00";1;1;7;4;55
200;47;2025-07-19;RECEIPT;RC-2507-0006;MTR;66.66;0.00;161.00;18.00;10732.26;"Electrical works - Floor 15";"Auto-generated transaction seed data";1;"2025-07-19 09:00:00";"2025-11-22 18:00:00";1;1;15;4;59
201;55;2025-09-16;RETURN;RT-2509-0001;NOS;14.56;0.00;370.00;18.00;5387.20;"Electrical works - Floor 33";"Auto-generated transaction seed data";1;"2025-09-16 09:00:00";"2025-11-22 18:00:00";1;1;33;4;49
202;23;2024-10-03;ISSUE;IS-2410-0009;KG;0.00;38.44;89.00;18.00;3421.16;"Site use - Floor 30";"Auto-generated transaction seed data";1;"2024-10-03 09:00:00";"2025-11-22 18:00:00";1;1;30;9;54
203;60;2025-08-01;ISSUE;IS-2508-0004;SQFT;0.00;26.25;300.00;18.00;7875.00;"Tiling / stone - Floor 35";"Auto-generated transaction seed data";1;"2025-08-01 09:00:00";"2025-11-22 18:00:00";1;1;35;7;55
204;54;2025-02-23;GATE-IN;GI-2502-0001;MTR;92.37;0.00;182.00;18.00;16811.34;"Electrical works - Floor 34";"Auto-generated transaction seed data";1;"2025-02-23 09:00:00";"2025-11-22 18:00:00";1;1;34;4;48
205;19;2024-03-27;ISSUE;IS-2403-0006;LTR;0.00;27.86;77.00;18.00;2145.22;"Site use - Floor 10";"Auto-generated transaction seed data";1;"2024-03-27 09:00:00";"2025-11-22 18:00:00";1;1;10;1;56
206;54;2024-12-20;ISSUE;IS-2412-0006;MTR;0.00;39.45;182.00;18.00;7179.90;"Electrical works - Floor 18";"Auto-generated transaction seed data";1;"2024-12-20 09:00:00";"2025-11-22 18:00:00";1;1;18;4;48
207;55;2024-08-10;ISSUE;IS-2408-0008;NOS;0.00;51.70;370.00;18.00;19129.00;"Electrical works - Floor 13";"Auto-generated transaction seed data";1;"2024-08-10 09:00:00";"2025-11-22 18:00:00";1;1;13;4;54
208;51;2024-03-13;RETURN;RT-2403-0001;NOS;9.36;0.00;346.00;18.00;3238.56;"Electrical works - Floor 33";"Auto-generated transaction seed data";1;"2024-03-13 09:00:00";"2025-11-22 18:00:00";1;1;33;4;50
209;52;2024-05-15;RECEIPT;RC-2405-0003;NOS;14.63;0.00;352.00;18.00;5149.76;"Electrical works - Floor 26";"Auto-generated transaction seed data";1;"2024-05-15 09:00:00";"2025-11-22 18:00:00";1;1;26;4;54
210;54;2024-07-28;ISSUE;IS-2407-0002;MTR;0.00;9.39;182.00;18.00;1708.98;"Electrical works - Floor 35";"Auto-generated transaction seed data";1;"2024-07-28 09:00:00";"2025-11-22 18:00:00";1;1;35;4;55
211;55;2025-02-08;ISSUE;IS-2502-0007;NOS;0.00;16.98;370.00;18.00;6282.60;"Electrical works - Floor 12";"Auto-generated transaction seed data";1;"2025-02-08 09:00:00";"2025-11-22 18:00:00";1;1;12;4;61
212;51;2025-09-16;ISSUE;IS-2509-0008;NOS;0.00;42.10;346.00;18.00;14566.60;"Electrical works - Floor 30";"Auto-generated transaction seed data";1;"2025-09-16 09:00:00";"2025-11-22 18:00:00";1;1;30;4;48
213;55;2024-02-11;RECEIPT;RC-2402-0004;NOS;38.05;0.00;370.00;18.00;14078.50;"Electrical works - Floor 19";"Auto-generated transaction seed data";1;"2024-02-11 09:00:00";"2025-11-22 18:00:00";1;1;19;4;56
214;55;2025-08-25;RECEIPT;RC-2508-0003;NOS;36.61;0.00;370.00;18.00;13545.70;"Electrical works - Floor 33";"Auto-generated transaction seed data";1;"2025-08-25 09:00:00";"2025-11-22 18:00:00";1;1;33;4;48
215;6;2024-08-14;RECEIPT;RC-2408-0005;BRASS;54.02;0.00;76.00;18.00;4105.52;"Site use - Floor 30";"Auto-generated transaction seed data";1;"2024-08-14 09:00:00";"2025-11-22 18:00:00";1;1;30;9;48
216;1;2025-06-20;ISSUE;IS-2506-0008;BAGS;0.00;24.02;23.00;18.00;552.46;"Plaster / mortar - Floor 23";"Auto-generated transaction seed data";1;"2025-06-20 09:00:00";"2025-11-22 18:00:00";1;1;23;9;54
217;52;2024-06-24;ISSUE;IS-2406-0008;NOS;0.00;23.89;352.00;18.00;8409.28;"Electrical works - Floor 19";"Auto-generated transaction seed data";1;"2024-06-24 09:00:00";"2025-11-22 18:00:00";1;1;19;4;61
218;10;2025-08-08;ISSUE;IS-2508-0005;BRASS;0.00;48.92;100.00;18.00;4892.00;"Site use - Floor 9";"Auto-generated transaction seed data";1;"2025-08-08 09:00:00";"2025-11-22 18:00:00";1;1;9;9;54
219;15;2024-01-18;ISSUE;IS-2401-0007;NOS;0.00;7.17;130.00;18.00;932.10;"BBM work - Floor 28";"Auto-generated transaction seed data";1;"2024-01-18 09:00:00";"2025-11-22 18:00:00";1;1;28;1;50
220;52;2025-03-12;ISSUE;IS-2503-0006;NOS;0.00;45.05;352.00;18.00;15857.60;"Electrical works - Floor 34";"Auto-generated transaction seed data";1;"2025-03-12 09:00:00";"2025-11-22 18:00:00";1;1;34;4;61
221;54;2025-04-23;ISSUE;IS-2504-0004;MTR;0.00;58.91;182.00;18.00;10721.62;"Electrical works - Floor 9";"Auto-generated transaction seed data";1;"2025-04-23 09:00:00";"2025-11-22 18:00:00";1;1;9;4;59
222;55;2024-08-31;RECEIPT;RC-2408-0006;NOS;21.71;0.00;370.00;18.00;8032.70;"Electrical works - Floor 35";"Auto-generated transaction seed data";1;"2024-08-31 09:00:00";"2025-11-22 18:00:00";1;1;35;4;56
223;53;2024-09-07;ISSUE;IS-2409-0004;MTR;0.00;44.54;179.00;18.00;7972.66;"Electrical works - Floor 11";"Auto-generated transaction seed data";1;"2024-09-07 09:00:00";"2025-11-22 18:00:00";1;1;11;4;59
224;53;2024-07-09;ISSUE;IS-2407-0003;MTR;0.00;37.57;179.00;18.00;6725.03;"Electrical works - Floor 36";"Auto-generated transaction seed data";1;"2024-07-09 09:00:00";"2025-11-22 18:00:00";1;1;36;4;62
225;51;2024-10-25;RETURN;RT-2410-0001;NOS;10.03;0.00;346.00;18.00;3470.38;"Electrical works - Floor 34";"Auto-generated transaction seed data";1;"2024-10-25 09:00:00";"2025-11-22 18:00:00";1;1;34;4;61
226;84;2025-09-27;RETURN;RT-2509-0002;KG;35.37;0.00;272.00;18.00;9620.64;"Site use - Floor 35";"Auto-generated transaction seed data";1;"2025-09-27 09:00:00";"2025-11-22 18:00:00";1;1;35;1;62
227;53;2025-01-11;ISSUE;IS-2501-0009;MTR;0.00;14.72;179.00;18.00;2634.88;"Electrical works - Floor 16";"Auto-generated transaction seed data";1;"2025-01-11 09:00:00";"2025-11-22 18:00:00";1;1;16;4;56
228;52;2025-04-03;GATE-IN;GI-2504-0001;NOS;9.38;0.00;352.00;18.00;3301.76;"Electrical works - Floor 17";"Auto-generated transaction seed data";1;"2025-04-03 09:00:00";"2025-11-22 18:00:00";1;1;17;4;49
229;54;2024-08-09;RECEIPT;RC-2408-0007;MTR;47.89;0.00;182.00;18.00;8715.98;"Electrical works - Floor 23";"Auto-generated transaction seed data";1;"2024-08-09 09:00:00";"2025-11-22 18:00:00";1;1;23;4;56
230;51;2025-02-09;RECEIPT;RC-2502-0004;NOS;60.55;0.00;346.00;18.00;20950.30;"Electrical works - Floor 18";"Auto-generated transaction seed data";1;"2025-02-09 09:00:00";"2025-11-22 18:00:00";1;1;18;4;56
231;55;2025-05-03;RECEIPT;RC-2505-0004;NOS;71.44;0.00;370.00;18.00;26432.80;"Electrical works - Floor 25";"Auto-generated transaction seed data";1;"2025-05-03 09:00:00";"2025-11-22 18:00:00";1;1;25;4;49
232;52;2024-10-30;ISSUE;IS-2410-0010;NOS;0.00;51.59;352.00;18.00;18159.68;"Electrical works - Floor 24";"Auto-generated transaction seed data";1;"2024-10-30 09:00:00";"2025-11-22 18:00:00";1;1;24;4;48
233;51;2024-04-23;RECEIPT;RC-2404-0002;NOS;86.66;0.00;346.00;18.00;29984.36;"Electrical works - Floor 21";"Auto-generated transaction seed data";1;"2024-04-23 09:00:00";"2025-11-22 18:00:00";1;1;21;4;56
